EMP_NO,SIGLE,Essence_latin,DHP,Longitude,Latitude
241542,PIPU,Picea pungens,31,-73.546693,45.46108
241543,PIPU,Picea pungens,27,-73.546697,45.461164
241544,PIPU,Picea pungens,28,-73.546715,45.461141
241545,PIPU,Picea pungens,27,-73.546783,45.461121
241546,ACPL,Acer platanoides,27,-73.547091,45.461331
241547,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.547045,45.461292
241548,SYREIS,Syringa reticulata 'Ivory Silk',20,-73.546994,45.461295
241549,ELAN,Elaeagnus angustifolia,27.5,-73.546952,45.46134
241550,SYREIS,Syringa reticulata 'Ivory Silk',13,-73.546883,45.46137
241551,PIPU,Picea pungens,32,-73.546971,45.461467
241552,PIPU,Picea pungens,32,-73.546914,45.461463
241553,PNNIAU,Pinus nigra 'Austriaca',29,-73.546819,45.461575
241554,PNNIAU,Pinus nigra 'Austriaca',24,-73.5468,45.461536
241555,MA,Malus,18,-73.546688,45.461432
241556,MA,Malus,18,-73.546664,45.461481
241557,MA,Malus,21,-73.546647,45.461684
241558,FRPE,Fraxinus pennsylvanica,28,-73.546355,45.461082
241559,FRPE,Fraxinus pennsylvanica,24,-73.546435,45.461114
241560,CEOC,Celtis occidentalis,16,-73.546468,45.461212
241561,MA,Malus,14,-73.546569,45.461204
241562,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.546815,45.461206
241563,SYREIS,Syringa reticulata 'Ivory Silk',10,-73.546866,45.46116
241564,SYREIS,Syringa reticulata 'Ivory Silk',16,-73.546901,45.461053
241565,SYREIS,Syringa reticulata 'Ivory Silk',11,-73.546842,45.461047
241566,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.546695,45.461002
241567,FRPE,Fraxinus pennsylvanica,33,-73.546632,45.460994
241568,FAGR,Fagus grandifolia,5,-73.546237,45.460936
241569,QURU,Quercus rubra,5,-73.546299,45.460935
241570,FRPE,Fraxinus pennsylvanica,11,-73.546249,45.462459
241571,FRPE,Fraxinus pennsylvanica,43,-73.54632,45.462436
241572,FRPE,Fraxinus pennsylvanica,14,-73.54631,45.462347
241574,FRPE,Fraxinus pennsylvanica,36,-73.546484,45.462319
241575,CEOC,Celtis occidentalis,15,-73.546427,45.462182
241576,FRPE,Fraxinus pennsylvanica,31,-73.546649,45.462209
241577,FRPE,Fraxinus pennsylvanica,36,-73.546503,45.46211
241578,FRPE,Fraxinus pennsylvanica,32,-73.546738,45.462061
241579,CEOC,Celtis occidentalis,18,-73.546625,45.461942
241580,FRPE,Fraxinus pennsylvanica,42,-73.546573,45.461848
241581,FRPE,Fraxinus pennsylvanica,28,-73.54659,45.461779
241582,GIBI,Ginkgo biloba,11,-73.546772,45.461674
241583,ACPL,Acer platanoides,20,-73.546865,45.461778
241584,SYREIS,Syringa reticulata 'Ivory Silk',20,-73.54692,45.461826
241585,SYREIS,Syringa reticulata 'Ivory Silk',14,-73.546973,45.461697
241586,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.547024,45.461595
241587,ACPL,Acer platanoides,16,-73.547072,45.461484
241588,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.547145,45.461476
241589,CEOC,Celtis occidentalis,24,-73.547003,45.461435
241590,ACPL,Acer platanoides,28,-73.547152,45.461302
241591,SYREIS,Syringa reticulata 'Ivory Silk',21,-73.547091,45.461285
241592,GLTR,Gleditsia triacanthos,8,-73.545251,45.463905
241593,FRPE,Fraxinus pennsylvanica,6,-73.545388,45.463929
241598,PRPN,Prunus pensylvanica,5,-73.545489,45.463682
241599,FRPE,Fraxinus pennsylvanica,28,-73.545436,45.463657
241600,FRPE,Fraxinus pennsylvanica,7,-73.545633,45.463598
241601,FRPE,Fraxinus pennsylvanica,36,-73.545594,45.463524
241602,CTSP,Catalpa speciosa,5,-73.54572,45.463379
241603,ACPL,Acer platanoides,30,-73.545811,45.463304
241604,FRPE,Fraxinus pennsylvanica,38,-73.54591,45.463126
241605,ULAM,Ulmus americana,20,-73.545882,45.463023
241606,ULAM,Ulmus americana,15,-73.545942,45.463005
241607,ULAM,Ulmus americana,23,-73.545958,45.462921
241608,FRPE,Fraxinus pennsylvanica,36,-73.546078,45.462807
241609,FRPE,Fraxinus pennsylvanica,23,-73.546124,45.462754
241610,ULAM,Ulmus americana,18,-73.546197,45.46269
241612,FRPE,Fraxinus pennsylvanica,29,-73.54619,45.462546
241614,FRPE,Fraxinus pennsylvanica,7,-73.544698,45.4649
241617,ACPL,Acer platanoides,17,-73.544838,45.464817
241618,ACPL,Acer platanoides,22,-73.5448,45.464786
241619,FRPE,Fraxinus pennsylvanica,30,-73.544762,45.464701
241620,FRPE,Fraxinus pennsylvanica,35,-73.544832,45.464644
241621,FRPE,Fraxinus pennsylvanica,14,-73.544887,45.464598
241623,FRPE,Fraxinus pennsylvanica,13,-73.544895,45.46457
241625,ACPL,Acer platanoides,15,-73.544978,45.464528
241627,ACPL,Acer platanoides,12,-73.544929,45.464415
241628,ACPL,Acer platanoides,17,-73.545053,45.464386
241629,ACPL,Acer platanoides,31,-73.545047,45.464289
241631,FRPE,Fraxinus pennsylvanica,15,-73.545141,45.464187
241634,FRPE,Fraxinus pennsylvanica,33,-73.545299,45.463949
241636,FRPE,Fraxinus pennsylvanica,7,-73.54468,45.465399
241637,FRPE,Fraxinus pennsylvanica,5,-73.544673,45.46529
241638,FRPE,Fraxinus pennsylvanica,40,-73.54472,45.465165
241639,TICO,Tilia cordata,33,-73.54476,45.465099
241640,ACPLDE,Acer platanoides 'Deborah',10,-73.544812,45.465042
241642,PNNIAU,Pinus nigra 'Austriaca',25,-73.546549,45.461088
241643,PIPU,Picea pungens,26,-73.546604,45.461093
241644,PIPU,Picea pungens,27,-73.546632,45.461128
241645,PIPU,Picea pungens,24,-73.546674,45.461123
241646,PIPU,Picea pungens,27,-73.546723,45.461089
241647,PIPU,Picea pungens,29,-73.546664,45.461185
241648,PIPU,Picea pungens,28,-73.546785,45.461113
241649,PIPU,Picea pungens,27,-73.546744,45.461139
241650,SYREIS,Syringa reticulata 'Ivory Silk',13,-73.546789,45.461386
241651,PIPU,Picea pungens,38,-73.546928,45.461428
241652,PNNIAU,Pinus nigra 'Austriaca',32,-73.546825,45.461434
241653,PNNIAU,Pinus nigra 'Austriaca',32,-73.546858,45.461507
241654,PNNIAU,Pinus nigra 'Austriaca',25,-73.546777,45.461584
241656,MA,Malus,18,-73.546636,45.461521
241657,MA,Malus,18,-73.546614,45.461586
241658,MA,Malus,19,-73.546485,45.461161
241659,FRPE,Fraxinus pennsylvanica,37,-73.546396,45.46117
241660,MA,Malus,15,-73.546616,45.461239
241661,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.546748,45.461209
241662,GIBI,Ginkgo biloba,10,-73.546974,45.461089
241663,CEOC,Celtis occidentalis,20,-73.546905,45.461111
241664,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.54679,45.461015
241665,SYREIS,Syringa reticulata 'Ivory Silk',11,-73.546745,45.461017
241667,ACPL,Acer platanoides,20,-73.546224,45.460877
241668,FRPE,Fraxinus pennsylvanica,31,-73.546547,45.46232
241669,FRPE,Fraxinus pennsylvanica,11,-73.546545,45.462227
241670,FRPE,Fraxinus pennsylvanica,37,-73.5466,45.462153
241671,CEOC,Celtis occidentalis,20,-73.546552,45.461998
241673,FRPE,Fraxinus pennsylvanica,26,-73.546733,45.461916
241674,FRPE,Fraxinus pennsylvanica,16,-73.546688,45.461816
241675,MA,Malus,16,-73.546679,45.461724
241676,ACPL,Acer platanoides,25,-73.54679,45.461762
241677,ACPL,Acer platanoides,21,-73.546838,45.461832
241678,SYREIS,Syringa reticulata 'Ivory Silk',14,-73.546874,45.461685
241679,SYREIS,Syringa reticulata 'Ivory Silk',14,-73.546897,45.461648
241680,SYREIS,Syringa reticulata 'Ivory Silk',14,-73.547058,45.461569
241681,SYREIS,Syringa reticulata 'Ivory Silk',11,-73.547121,45.461491
241682,ACPL,Acer platanoides,26,-73.547082,45.461446
241683,SYREIS,Syringa reticulata 'Ivory Silk',15,-73.547165,45.461368
241686,FRPE,Fraxinus pennsylvanica,9,-73.545573,45.463678
241689,FRPE,Fraxinus pennsylvanica,8,-73.545526,45.463464
241690,FRPE,Fraxinus pennsylvanica,35,-73.545683,45.463327
241691,FRPE,Fraxinus pennsylvanica,35,-73.545741,45.463162
241692,FRPE,Fraxinus pennsylvanica,22,-73.545818,45.463033
241693,CEOC,Celtis occidentalis,13,-73.545901,45.462999
241694,FRPE,Fraxinus pennsylvanica,33,-73.54599,45.462962
241695,ULAM,Ulmus americana,25,-73.546056,45.462842
241696,ULAM,Ulmus americana,23,-73.546066,45.462759
241697,CEOC,Celtis occidentalis,20,-73.54623,45.462714
241698,FRPE,Fraxinus pennsylvanica,38,-73.546265,45.46263
241700,ACPL,Acer platanoides,17,-73.544851,45.464763
241701,FRPE,Fraxinus pennsylvanica,13,-73.544831,45.464707
241702,FRPE,Fraxinus pennsylvanica,15,-73.544881,45.464712
241703,FRPE,Fraxinus pennsylvanica,15,-73.544922,45.464649
241705,FRPE,Fraxinus pennsylvanica,16,-73.544918,45.464556
241706,MA,Malus,14,-73.544888,45.464527
241707,ACPL,Acer platanoides,18,-73.54496,45.464481
241708,FRPE,Fraxinus pennsylvanica,33,-73.545011,45.464405
241709,FRPE,Fraxinus pennsylvanica,13,-73.544905,45.464358
241710,FRPE,Fraxinus pennsylvanica,26,-73.54499,45.46431
241711,ACPL,Acer platanoides,13,-73.545016,45.464244
241712,GLTR,Gleditsia triacanthos,5,-73.5451,45.464212
241713,TIAMBO,Tilia americana 'Boulevard',5,-73.545081,45.464148
241714,FRPE,Fraxinus pennsylvanica,17,-73.545189,45.464083
241715,FRPE,Fraxinus pennsylvanica,6,-73.545367,45.463961
241716,FRPE,Fraxinus pennsylvanica,8,-73.545148,45.463947
241717,TICO,Tilia cordata,36,-73.544729,45.465432
241718,FRPE,Fraxinus pennsylvanica,33,-73.544735,45.465355
241719,ACSA,Acer saccharinum,48,-73.544732,45.465239
241720,ACRU,Acer rubrum,23,-73.544672,45.465099
241721,TICO,Tilia cordata,51,-73.544711,45.465014
241722,ACPL,Acer platanoides,17,-73.54484,45.464984
241723,ACPL,Acer platanoides,17,-73.544797,45.46492
241725,FRPE,Fraxinus pennsylvanica,10,-73.545589,45.467008
241726,ACPL,Acer platanoides,22,-73.545672,45.467009
241727,ACRU,Acer rubrum,10,-73.545622,45.467022
241728,CEOC,Celtis occidentalis,6,-73.545658,45.46705
241729,ACRU,Acer rubrum,6,-73.545671,45.467076
241730,ACPL,Acer platanoides,10,-73.545804,45.467099
241731,ACRU,Acer rubrum,9,-73.545774,45.467172
241732,FRPE,Fraxinus pennsylvanica,12,-73.545817,45.467143
241733,FRPE,Fraxinus pennsylvanica,6,-73.545809,45.467208
241734,FRPE,Fraxinus pennsylvanica,25,-73.545883,45.467256
241735,FRPE,Fraxinus pennsylvanica,12,-73.545926,45.467289
241738,FRPE,Fraxinus pennsylvanica,12,-73.546032,45.467435
241740,TICO,Tilia cordata,12,-73.544978,45.466195
241741,CEOC,Celtis occidentalis,7,-73.545021,45.466226
241742,ACPL,Acer platanoides,19,-73.545079,45.46631
241743,ULXXNH,Ulmus x New Horizon,5,-73.545087,45.46637
241744,FRPE,Fraxinus pennsylvanica,12,-73.545139,45.466405
241747,FRPE,Fraxinus pennsylvanica,30,-73.545415,45.466702
241748,CEOC,Celtis occidentalis,6,-73.545433,45.466729
241750,ACPL,Acer platanoides,22,-73.545505,45.466857
241751,FRPE,Fraxinus pennsylvanica,15,-73.545551,45.466915
241752,FRPE,Fraxinus pennsylvanica,8,-73.545557,45.466958
241768,FRPE,Fraxinus pennsylvanica,23,-73.545721,45.467076
241769,ACPL,Acer platanoides,16,-73.545709,45.467108
241770,TICOGL,Tilia cordata 'Glenleven',5,-73.54579,45.467114
241771,TICO,Tilia cordata,9,-73.545803,45.46718
241772,ACPL,Acer platanoides,17,-73.545832,45.46718
241773,CEOC,Celtis occidentalis,5,-73.545892,45.467239
241774,FRPE,Fraxinus pennsylvanica,6,-73.545893,45.46729
241778,FRPE,Fraxinus pennsylvanica,7,-73.546029,45.46746
241780,TICO,Tilia cordata,12,-73.544987,45.466185
241782,TICO,Tilia cordata,13,-73.545016,45.466249
241783,TICO,Tilia cordata,11,-73.545033,45.466265
241786,FRPE,Fraxinus pennsylvanica,25,-73.545173,45.466447
241787,ACRU,Acer rubrum,9,-73.545301,45.466607
241788,TICO,Tilia cordata,15,-73.545367,45.466677
241789,TICO,Tilia cordata,13,-73.545387,45.466729
241790,TICO,Tilia cordata,27,-73.545408,45.466756
241791,CEOC,Celtis occidentalis,11,-73.545505,45.466809
241792,TICO,Tilia cordata,17,-73.545565,45.466903
241793,CEOC,Celtis occidentalis,10,-73.545566,45.466903
241794,FRPE,Fraxinus pennsylvanica,17,-73.545616,45.466941
243539,FRPE,Fraxinus pennsylvanica,15,-73.546624,45.468384
243540,FRPE,Fraxinus pennsylvanica,38,-73.546686,45.468348
243542,ACSC,Acer saccharum,9,-73.546668,45.468312
243543,QURU,Quercus rubra,9,-73.54659,45.46831
243545,ACPL,Acer platanoides,23,-73.546666,45.468229
243546,CEOC,Celtis occidentalis,13,-73.546601,45.468235
243547,FRPE,Fraxinus pennsylvanica,15,-73.546544,45.468248
243548,ACPL,Acer platanoides,23,-73.546648,45.468148
243549,CEOC,Celtis occidentalis,13,-73.546586,45.468091
243550,AMCA,Amelanchier canadensis,5,-73.546568,45.468079
243565,ULAM,Ulmus americana,6,-73.546381,45.468899
243566,ULAM,Ulmus americana,6,-73.546378,45.468805
243567,ULAM,Ulmus americana,6,-73.546319,45.468749
243568,ULAM,Ulmus americana,6,-73.546297,45.468819
243570,PODE,Populus deltoides,39.1,-73.546576,45.469114
243571,PODE,Populus deltoides,46.6,-73.546582,45.46909
243572,ULAMPR,Ulmus americana 'Princeton',5,-73.546497,45.469034
243573,PODE,Populus deltoides,27,-73.546533,45.469069
243574,PODE,Populus deltoides,48.8,-73.546571,45.46903
243575,PODE,Populus deltoides,45,-73.546618,45.469005
243576,CEOC,Celtis occidentalis,10,-73.546576,45.468975
243577,TICOGL,Tilia cordata 'Glenleven',5,-73.546527,45.468928
243578,ACPL,Acer platanoides,21,-73.54663,45.468903
243579,ACSA,Acer saccharinum,45,-73.546715,45.468605
243580,TICO,Tilia cordata,9,-73.546693,45.468555
243581,TICO,Tilia cordata,7,-73.546616,45.468432
243582,TICO,Tilia cordata,14,-73.546582,45.468372
243586,ACRU,Acer rubrum,6,-73.546382,45.468376
243587,CEOC,Celtis occidentalis,7,-73.546352,45.468382
243588,ULXXMO,Ulmus x 'Morton' (Accolade TM),6,-73.546288,45.468714
243589,ULXXMO,Ulmus x 'Morton' (Accolade TM),6,-73.546223,45.468919
243595,ACPL,Acer platanoides,16,-73.545067,45.464773
243596,ACPL,Acer platanoides,16,-73.545163,45.464739
243597,ACPL,Acer platanoides,20,-73.545202,45.464677
243598,PODE,Populus deltoides,60,-73.545269,45.464638
243599,ACPL,Acer platanoides,9,-73.545197,45.464513
243600,PODE,Populus deltoides,57,-73.545313,45.464514
243601,ACPL,Acer platanoides,11,-73.545295,45.464395
243602,ACPL,Acer platanoides,17,-73.54534,45.464258
243603,PODE,Populus deltoides,44,-73.545445,45.464272
243604,PODE,Populus deltoides,50,-73.545459,45.464253
243605,PODE,Populus deltoides,53,-73.545521,45.464192
243606,ACPL,Acer platanoides,10,-73.54544,45.464115
243607,ACPL,Acer platanoides,11,-73.545691,45.463794
243608,ACPL,Acer platanoides,22,-73.545748,45.463726
243609,TICO,Tilia cordata,16,-73.545162,45.465624
243610,AMCA,Amelanchier canadensis,7,-73.545038,45.465673
243611,AMCA,Amelanchier canadensis,7,-73.545032,45.465644
243612,AMCA,Amelanchier canadensis,6,-73.545005,45.465632
243614,ACSC,Acer saccharum,19,-73.545042,45.465535
243615,QUMA,Quercus macrocarpa,7,-73.545015,45.465556
243616,BEAL,Betula alleghaniensis,9,-73.544969,45.465577
243617,TICO,Tilia cordata,17,-73.544993,45.465539
243618,AMCA,Amelanchier canadensis,7,-73.544919,45.46556
243619,ACPL,Acer platanoides,17,-73.545076,45.465458
243620,ACNE,Acer negundo,18,-73.544875,45.465414
243621,PNRE,Pinus resinosa,18,-73.544995,45.465405
243622,ACPL,Acer platanoides,15,-73.545014,45.465373
243623,QUMA,Quercus macrocarpa,8,-73.54495,45.46535
243624,CEOC,Celtis occidentalis,15,-73.544983,45.46534
243625,FRPE,Fraxinus pennsylvanica,7,-73.54497,45.46529
243626,ACPL,Acer platanoides,9,-73.545009,45.465283
243627,ACPL,Acer platanoides,10,-73.54502,45.465205
243628,ACPL,Acer platanoides,11,-73.545037,45.465128
243629,ACPL,Acer platanoides,16,-73.545054,45.464861
243630,PODE,Populus deltoides,45,-73.545221,45.465723
243631,PODE,Populus deltoides,44,-73.54521,45.465701
243632,CEOC,Celtis occidentalis,16,-73.545115,45.465726
243633,ACNE,Acer negundo,15,-73.545089,45.465708
243634,JUCI,Juglans cinerea,4,-73.545117,45.465701
243635,ACSA,Acer saccharinum,19.7,-73.545154,45.465659
243919,GLTR,Gleditsia triacanthos,7,-73.544354,45.465584
243955,ELAN,Elaeagnus angustifolia,17,-73.546229,45.461336
244523,ACSC,Acer saccharum,7,-73.543151,45.458238
245511,CRCO,Carya cordiformis,5,-73.545821,45.460791
245541,PODE,Populus deltoides,60,-73.546586,45.469176
245768,TICO,Tilia cordata,15,-73.546569,45.468208
245769,CEOC,Celtis occidentalis,16,-73.5466,45.468127
245770,CEOC,Celtis occidentalis,16,-73.546553,45.468154
245771,FRPE,Fraxinus pennsylvanica,15,-73.546531,45.468111
245772,CEOC,Celtis occidentalis,8,-73.546648,45.468012
245790,ULAM,Ulmus americana,6,-73.546343,45.468678
245791,ULAM,Ulmus americana,6,-73.546267,45.468887
245792,ULAM,Ulmus americana,6,-73.546239,45.468957
245793,PODE,Populus deltoides,30,-73.54659,45.469115
245794,ACRU,Acer rubrum,8,-73.546445,45.469076
245796,CEOC,Celtis occidentalis,9,-73.546576,45.468931
245797,CEOC,Celtis occidentalis,18,-73.546564,45.468882
245798,ACPL,Acer platanoides,28,-73.546675,45.46882
245799,ACSA,Acer saccharinum,60,-73.546711,45.468729
245800,TICO,Tilia cordata,6,-73.546682,45.468538
245801,TICO,Tilia cordata,9,-73.546607,45.468492
245802,PIPU,Picea pungens,5,-73.546681,45.46848
245803,FRPE,Fraxinus pennsylvanica,11,-73.546644,45.46845
245804,ACRU,Acer rubrum,8,-73.54662,45.468391
245805,CEOC,Celtis occidentalis,7,-73.54662,45.46836
245807,PIPU,Picea pungens,5,-73.546704,45.468294
245808,FRPE,Fraxinus pennsylvanica,9,-73.546638,45.468297
245809,FRPE,Fraxinus pennsylvanica,10,-73.5466,45.468276
245810,CEOC,Celtis occidentalis,10,-73.54659,45.468259
245811,TICO,Tilia cordata,13,-73.546628,45.468254
245812,TICO,Tilia cordata,16,-73.546624,45.468212
245815,FRPE,Fraxinus pennsylvanica,13,-73.546369,45.468394
245816,ACRU,Acer rubrum,7,-73.546382,45.468439
245817,ULXXMO,Ulmus x 'Morton' (Accolade TM),6,-73.546265,45.468787
245818,ULXXMO,Ulmus x 'Morton' (Accolade TM),6,-73.546243,45.468853
245827,ULAM,Ulmus americana,6,-73.546302,45.469014
245828,ULAM,Ulmus americana,6,-73.546326,45.468949
245829,ULAM,Ulmus americana,6,-73.546398,45.468733
245830,PNRE,Pinus resinosa,16,-73.544956,45.465433
245831,QUMA,Quercus macrocarpa,11,-73.544981,45.465381
245832,ACNE,Acer negundo,13,-73.544956,45.465381
245833,FRPE,Fraxinus pennsylvanica,13,-73.544904,45.465335
245834,CEOC,Celtis occidentalis,10,-73.544938,45.465314
245836,FRPE,Fraxinus pennsylvanica,17,-73.544996,45.465244
245837,ACPL,Acer platanoides,16,-73.545018,45.465029
245838,ACPL,Acer platanoides,14,-73.54504,45.464941
245839,PODE,Populus deltoides,50,-73.545251,45.464625
245840,PODE,Populus deltoides,64,-73.545262,45.464611
245841,PODE,Populus deltoides,56,-73.545326,45.464501
245842,ACPL,Acer platanoides,12,-73.545244,45.464432
245843,FRPE,Fraxinus pennsylvanica,23,-73.545355,45.464243
245844,PODE,Populus deltoides,37,-73.545436,45.464255
245845,ACPL,Acer platanoides,13,-73.545376,45.464205
245846,PODE,Populus deltoides,47,-73.545512,45.464204
245847,ACPL,Acer platanoides,10,-73.545505,45.464054
245848,ACPL,Acer platanoides,10,-73.545558,45.463949
245849,ACPL,Acer platanoides,25,-73.545792,45.463632
245850,FRPE,Fraxinus pennsylvanica,5,-73.545189,45.465736
245851,JUCI,Juglans cinerea,5,-73.545205,45.465727
245852,FRPE,Fraxinus pennsylvanica,7,-73.545183,45.465704
245853,FRPE,Fraxinus pennsylvanica,7,-73.545157,45.465716
245855,CEOC,Celtis occidentalis,16,-73.545104,45.465674
245856,FRPE,Fraxinus pennsylvanica,10,-73.545043,45.465636
245857,FRPE,Fraxinus pennsylvanica,9,-73.545097,45.465592
245858,TICO,Tilia cordata,19,-73.545027,45.465612
245859,TICO,Tilia cordata,18,-73.545071,45.465577
245860,QUMA,Quercus macrocarpa,7,-73.544998,45.465578
245861,AMCA,Amelanchier canadensis,7,-73.544949,45.465592
245862,CEOC,Celtis occidentalis,9,-73.544921,45.465533
245863,CEOC,Celtis occidentalis,10,-73.544892,45.46553
245864,CEOC,Celtis occidentalis,12,-73.544976,45.46547
245865,TICO,Tilia cordata,12,-73.544909,45.465459
245866,PNRE,Pinus resinosa,20,-73.5449,45.465413
246005,ACSC,Acer saccharum,8,-73.543239,45.458264
246006,GLTR,Gleditsia triacanthos,7,-73.544399,45.464906
246007,GLTR,Gleditsia triacanthos,6,-73.544492,45.465002
246008,GLTR,Gleditsia triacanthos,6,-73.544477,45.465173
246009,GLTR,Gleditsia triacanthos,7,-73.544363,45.465206
246010,GLTR,Gleditsia triacanthos,7,-73.544383,45.465233
246011,GLTR,Gleditsia triacanthos,10,-73.54433,45.465271
246012,GLTR,Gleditsia triacanthos,8,-73.544269,45.465238
246013,GLTR,Gleditsia triacanthos,8,-73.544429,45.465497
246014,ACPL,Acer platanoides,16,-73.543945,45.465084
246015,FRPE,Fraxinus pennsylvanica,38,-73.546174,45.462221
246019,FRPE,Fraxinus pennsylvanica,23,-73.545455,45.463152
246021,FRPE,Fraxinus pennsylvanica,6,-73.54537,45.46335
246022,FRPE,Fraxinus pennsylvanica,22,-73.545322,45.463393
246023,FRPE,Fraxinus pennsylvanica,7,-73.545242,45.463474
246024,FRPE,Fraxinus pennsylvanica,7,-73.545133,45.463648
246059,FRPE,Fraxinus pennsylvanica,25,-73.545171,45.463535
246060,FRPE,Fraxinus pennsylvanica,24,-73.545117,45.463695
246062,FRPE,Fraxinus pennsylvanica,25,-73.544857,45.464044
246063,FRPE,Fraxinus pennsylvanica,8,-73.544796,45.464104
246064,FRPE,Fraxinus pennsylvanica,21,-73.544672,45.464288
246065,FRPE,Fraxinus pennsylvanica,20,-73.544621,45.464391
246066,GLTR,Gleditsia triacanthos,10,-73.544279,45.465283
246067,GLTR,Gleditsia triacanthos,11,-73.544326,45.465321
246068,GLTR,Gleditsia triacanthos,8,-73.544363,45.465495
246069,GLTR,Gleditsia triacanthos,9,-73.544334,45.465547
246071,MA,Malus,12,-73.546276,45.461473
246072,MA,Malus,11,-73.546272,45.461635
246073,FRPE,Fraxinus pennsylvanica,42,-73.546081,45.462335
246074,FRPE,Fraxinus pennsylvanica,38,-73.545907,45.462578
246075,FRPE,Fraxinus pennsylvanica,24,-73.545552,45.463058
246076,FRPE,Fraxinus pennsylvanica,24,-73.545551,45.463094
246084,GLTR,Gleditsia triacanthos,8,-73.544397,45.465532
